,Countries,Total Cases,Todays Cases,Total Deaths


Coronavirus Cases:

324,028        



Deaths:

13,782



Recovered:

96,006



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      53,578                     4,825
3                       USA      30,291       +6,084          388
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 324,062 Cases and 13,782 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

324,062        



Deaths:

13,782



Recovered:

96,006



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      53,578                     4,825
3                       USA      30,291       +6,084          388
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 324,064 Cases and 13,782 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

324,064        



Deaths:

13,782



Recovered:

96,006



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      53,578                     4,825
3                       USA      30,291       +6,084          388
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 324,064 Cases and 13,782 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

324,064        



Deaths:

13,782



Recovered:

96,006



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      53,578                     4,825
3                       USA      30,291       +6,084          388
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 324,064 Cases and 13,782 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

324,064        



Deaths:

13,782



Recovered:

96,006



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      53,578                     4,825
3                       USA      30,291       +6,084          388
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 329,624 Cases and 14,433 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

329,624        



Deaths:

14,433



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      30,291       +6,084          388
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 332,134 Cases and 14,436 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

332,134        



Deaths:

14,436



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      32,801       +8,594          391
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 332,134 Cases and 14,436 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

332,134        



Deaths:

14,436



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      32,801       +8,594          391
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 332,134 Cases and 14,436 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

332,134        



Deaths:

14,436



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      32,801       +8,594          391
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 332,134 Cases and 14,436 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

332,134        



Deaths:

14,436



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      32,801       +8,594          391
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 332,134 Cases and 14,436 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

332,134        



Deaths:

14,436



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      32,801       +8,594          391
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 332,148 Cases and 14,436 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

332,148        



Deaths:

14,436



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      35,746      +11,539          392
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 335,157 Cases and 14,437 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

335,157        



Deaths:

14,437



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      35,746      +11,539          392
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 335,157 Cases and 14,437 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

335,157        



Deaths:

14,437



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      35,746      +11,539          392
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 336,167 Cases and 14,441 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

336,167        



Deaths:

14,441



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      36,756      +12,549          396
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 336,167 Cases and 14,441 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

336,167        



Deaths:

14,441



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      36,756      +12,549          396
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 331,453 Cases and 14,437 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

331,453        



Deaths:

14,437



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      32,037       +7,830          392
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 331,460 Cases and 14,437 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

331,460        



Deaths:

14,437



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      32,037       +7,830          392
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 331,578 Cases and 14,437 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

331,578        



Deaths:

14,437



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      32,037       +7,830          392
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 337,679 Cases and 14,441 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,679        



Deaths:

14,441



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      38,138      +13,931          396
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 337,679 Cases and 14,441 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,679        



Deaths:

14,441



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      38,138      +13,931          396
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 337,720 Cases and 14,441 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,720        



Deaths:

14,441



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      38,138      +13,931          396
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 337,723 Cases and 14,441 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,723        



Deaths:

14,441



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      38,138      +13,931          396
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 337,727 Cases and 14,441 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,727        



Deaths:

14,441



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      38,138      +13,931          396
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 337,754 Cases and 14,441 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,754        



Deaths:

14,441



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      38,165      +13,958          396
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 337,754 Cases and 14,441 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,754        



Deaths:

14,441



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      38,165      +13,958          396
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 337,881 Cases and 14,444 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,881        



Deaths:

14,444



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      38,165      +13,958          396
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 337,881 Cases and 14,444 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,881        



Deaths:

14,444



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      38,165      +13,958          396
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 337,881 Cases and 14,444 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,881        



Deaths:

14,444



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      38,165      +13,958          396
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 337,880 Cases and 14,444 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,880        



Deaths:

14,444



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      38,164      +13,957          396
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 337,880 Cases and 14,444 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,880        



Deaths:

14,444



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      38,164      +13,957          396
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,714       +2,350           92
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 337,982 Cases and 14,455 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,982        



Deaths:

14,455



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      38,164      +13,957          396
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,806       +2,442           93
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 337,982 Cases and 14,455 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,982        



Deaths:

14,455



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      38,164      +13,957          396
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,806       +2,442           93
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 337,982 Cases and 14,455 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,982        



Deaths:

14,455



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      38,164      +13,957          396
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,806       +2,442           93
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 337,985 Cases and 14,455 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,985        



Deaths:

14,455



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      38,167      +13,960          396
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,806       +2,442           93
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 337,985 Cases and 14,455 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,985        



Deaths:

14,455



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      38,167      +13,960          396
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,806       +2,442           93
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 338,092 Cases and 14,456 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

338,092        



Deaths:

14,456



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      38,167      +13,960          396
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,806       +2,442           93
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 338,104 Cases and 14,456 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

338,104        



Deaths:

14,456



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      38,167      +13,960          396
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,806       +2,442           93
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 338,104 Cases and 14,456 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

338,104        



Deaths:

14,456



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      38,167      +13,960          396
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,806       +2,442           93
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 338,225 Cases and 14,457 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

338,225        



Deaths:

14,457



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      38,167      +13,960          396
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,806       +2,442           93
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 338,225 Cases and 14,457 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

338,225        



Deaths:

14,457



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      38,167      +13,960          396
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,806       +2,442           93
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 338,259 Cases and 14,457 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

338,259        



Deaths:

14,457



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      38,167      +13,960          396
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,806       +2,442           93
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          

[190 rows x 4 columns]
Coronavirus Update (Live): 338,259 Cases and 14,457 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

338,259        



Deaths:

14,457



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
3                       USA      38,167      +13,960          396
4                     Spain      28,603       +3,107        1,756
5                   Germany      24,806       +2,442           93
..                      ...         ...          ...          ...
186  St. Vincent Grenadines           1                          
187            Sint Maarten           1                          
188                 Somalia           1                          
189             Timor-Leste           1                          
190                  Uganda           1                          
